msisdn,age,gender
subscribers_02881,38,male
subscribers_02882,17,male
subscribers_02883,38,female
subscribers_02884,68,female
subscribers_02885,39,male
subscribers_02886,49,male
subscribers_02887,21,female
subscribers_02888,35,female
subscribers_02889,46,female
subscribers_02890,19,female
subscribers_02891,63,female
subscribers_02892,32,female
subscribers_02893,57,male
subscribers_02894,20,female
subscribers_02895,33,male
subscribers_02896,60,male
subscribers_02897,46,male
subscribers_02898,62,male
subscribers_02899,16,male
subscribers_02900,37,female
subscribers_02901,75,female
subscribers_02902,39,male
subscribers_02903,65,female
subscribers_02904,57,female
subscribers_02905,48,female
subscribers_02906,38,male
subscribers_02907,38,female
subscribers_02908,18,male
subscribers_02909,29,male
subscribers_02910,60,male
subscribers_02911,37,female
subscribers_02912,49,male
subscribers_02913,28,male
subscribers_02914,27,female
subscribers_02915,19,female
subscribers_02916,23,female
subscribers_02917,44,female
subscribers_02918,41,male
subscribers_02919,27,female
subscribers_02920,34,male
subscribers_02921,25,female
subscribers_02922,65,male
subscribers_02923,67,female
subscribers_02924,47,female
subscribers_02925,35,male
subscribers_02926,60,male
subscribers_02927,44,female
subscribers_02928,63,female
subscribers_02929,42,female
subscribers_02930,47,female
subscribers_02931,28,male
subscribers_02932,19,female
subscribers_02933,63,male
subscribers_02934,22,female
subscribers_02935,34,female
subscribers_02936,27,male
subscribers_02937,52,female
subscribers_02938,79,male
subscribers_02939,30,female
subscribers_02940,33,male
subscribers_02941,61,female
subscribers_02942,35,female
subscribers_02943,49,male
subscribers_02944,22,female
subscribers_02945,25,male
subscribers_02946,39,male
subscribers_02947,32,male
subscribers_02948,52,female
subscribers_02949,63,male
subscribers_02950,29,male
subscribers_02951,33,female
subscribers_02952,54,female
subscribers_02953,78,female
subscribers_02954,23,male
subscribers_02955,60,male
subscribers_02956,73,male
subscribers_02957,59,female
subscribers_02958,24,male
subscribers_02959,46,male
subscribers_02960,18,male
subscribers_02961,50,male
subscribers_02962,64,female
subscribers_02963,34,male
subscribers_02964,46,male
subscribers_02965,50,female
subscribers_02966,56,male
subscribers_02967,67,female
subscribers_02968,33,male
subscribers_02969,52,male
subscribers_02970,52,male
subscribers_02971,42,male
subscribers_02972,40,female
subscribers_02973,87,male
subscribers_02974,37,male
subscribers_02975,60,male
subscribers_02976,78,male
subscribers_02977,59,female
subscribers_02978,51,male
subscribers_02979,46,male
subscribers_02980,17,male
subscribers_02981,28,male
subscribers_02982,71,male
subscribers_02983,33,male
subscribers_02984,28,male
subscribers_02985,22,female
subscribers_02986,31,male
subscribers_02987,20,female
subscribers_02988,66,male
subscribers_02989,45,female
subscribers_02990,20,female
subscribers_02991,52,male
subscribers_02992,41,female
subscribers_02993,53,female
subscribers_02994,45,male
subscribers_02995,52,male
subscribers_02996,19,male
subscribers_02997,41,male
subscribers_02998,37,male
subscribers_02999,35,female
subscribers_03000,47,male
subscribers_03001,62,male
subscribers_03002,43,male
subscribers_03003,65,female
subscribers_03004,25,male
subscribers_03005,33,female
subscribers_03006,47,male
subscribers_03007,38,male
subscribers_03008,38,female
subscribers_03009,28,male
subscribers_03010,22,male
subscribers_03011,38,female
subscribers_03012,34,female
subscribers_03013,19,female
subscribers_03014,27,male
subscribers_03015,30,female
subscribers_03016,17,female
subscribers_03017,29,female
subscribers_03018,44,male
subscribers_03019,63,female
subscribers_03020,47,male
subscribers_03021,24,male
subscribers_03022,26,female
subscribers_03023,23,female
subscribers_03024,60,female
subscribers_03025,27,male
subscribers_03026,37,male
subscribers_03027,53,male
subscribers_03028,16,female
subscribers_03029,43,male
subscribers_03030,37,female
subscribers_03031,65,male
subscribers_03032,38,male
subscribers_03033,42,male
subscribers_03034,28,male
subscribers_03035,66,male
subscribers_03036,57,male
subscribers_03037,27,female
subscribers_03038,46,female
subscribers_03039,50,male
subscribers_03040,52,female
subscribers_03041,80,female
subscribers_03042,58,male
subscribers_03043,75,male
subscribers_03044,25,female
subscribers_03045,15,male
subscribers_03046,52,female
subscribers_03047,31,female
subscribers_03048,15,male
subscribers_03049,58,female
subscribers_03050,60,male
subscribers_03051,26,female
subscribers_03052,48,male
subscribers_03053,28,female
subscribers_03054,35,male
subscribers_03055,40,male
subscribers_03056,34,male
subscribers_03057,19,male
subscribers_03058,30,male
subscribers_03059,58,female
subscribers_03060,44,male
subscribers_03061,30,female
subscribers_03062,60,male
subscribers_03063,64,female
subscribers_03064,22,male
subscribers_03065,60,male
subscribers_03066,62,female
subscribers_03067,46,male
subscribers_03068,54,male
subscribers_03069,62,male
subscribers_03070,47,female
subscribers_03071,38,male
subscribers_03072,37,male
subscribers_03073,30,female
subscribers_03074,56,female
subscribers_03075,48,male
subscribers_03076,20,female
subscribers_03077,35,female
subscribers_03078,64,female
subscribers_03079,30,male
subscribers_03080,20,male
subscribers_03081,21,male
subscribers_03082,19,male
subscribers_03083,33,female
subscribers_03084,51,male
subscribers_03085,15,female
subscribers_03086,36,male
subscribers_03087,57,female
subscribers_03088,55,female
subscribers_03089,18,female
subscribers_03090,65,male
subscribers_03091,25,male
subscribers_03092,39,female
subscribers_03093,63,female
subscribers_03094,30,female
subscribers_03095,56,male
subscribers_03096,48,male
subscribers_03097,50,male
subscribers_03098,40,male
subscribers_03099,21,male
subscribers_03100,19,male
subscribers_03101,55,male
subscribers_03102,42,female
subscribers_03103,18,female
subscribers_03104,31,female
subscribers_03105,23,male
subscribers_03106,37,female
subscribers_03107,37,female
subscribers_03108,46,male
subscribers_03109,24,male
subscribers_03110,18,male
subscribers_03111,16,female
subscribers_03112,74,female
subscribers_03113,33,male
subscribers_03114,29,female
subscribers_03115,26,male
subscribers_03116,34,female
subscribers_03117,16,male
subscribers_03118,19,female
subscribers_03119,69,male
subscribers_03120,59,male
subscribers_03121,40,female
subscribers_03122,21,male
subscribers_03123,43,female
subscribers_03124,47,female
subscribers_03125,21,male
subscribers_03126,64,male
subscribers_03127,20,male
subscribers_03128,62,male
subscribers_03129,31,male
subscribers_03130,63,male
subscribers_03131,19,female
subscribers_03132,65,male
subscribers_03133,53,male
subscribers_03134,16,male
subscribers_03135,65,female
subscribers_03136,56,male
subscribers_03137,48,male
subscribers_03138,37,female
subscribers_03139,66,male
subscribers_03140,17,male
subscribers_03141,48,female
subscribers_03142,28,female
subscribers_03143,25,male
subscribers_03144,19,female
subscribers_03145,40,male
subscribers_03146,39,female
subscribers_03147,16,female
subscribers_03148,25,female
subscribers_03149,37,male
subscribers_03150,19,male
subscribers_03151,62,female
subscribers_03152,54,male
subscribers_03153,44,male
subscribers_03154,73,female
subscribers_03155,22,male
subscribers_03156,61,male
subscribers_03157,16,male
subscribers_03158,53,male
subscribers_03159,52,male
subscribers_03160,31,male
subscribers_03161,58,female
subscribers_03162,40,female
subscribers_03163,38,female
subscribers_03164,20,male
subscribers_03165,34,male
subscribers_03166,65,male
subscribers_03167,53,male
subscribers_03168,27,female
subscribers_03169,29,female
subscribers_03170,16,female
subscribers_03171,36,female
subscribers_03172,57,female
subscribers_03173,39,male
subscribers_03174,41,female
subscribers_03175,34,male
subscribers_03176,26,male
subscribers_03177,17,male
subscribers_03178,28,female
subscribers_03179,27,male
subscribers_03180,52,female
subscribers_03181,27,male
subscribers_03182,52,female
subscribers_03183,49,male
subscribers_03184,24,male
subscribers_03185,64,male
subscribers_03186,50,female
subscribers_03187,52,male
subscribers_03188,19,male
subscribers_03189,51,male
subscribers_03190,20,male
subscribers_03191,46,female
subscribers_03192,64,male
subscribers_03193,20,male
subscribers_03194,73,female
subscribers_03195,27,male
subscribers_03196,30,female
subscribers_03197,42,male
subscribers_03198,24,male
subscribers_03199,43,male
subscribers_03200,43,male
subscribers_03201,21,male
subscribers_03202,51,male
subscribers_03203,26,female
subscribers_03204,24,male
subscribers_03205,16,female
subscribers_03206,51,female
subscribers_03207,37,female
subscribers_03208,30,female
subscribers_03209,18,male
subscribers_03210,66,male
subscribers_03211,69,male
subscribers_03212,69,female
subscribers_03213,28,male
subscribers_03214,28,male
subscribers_03215,43,female
subscribers_03216,40,male
subscribers_03217,85,female
subscribers_03218,35,male
subscribers_03219,62,male
subscribers_03220,22,male
subscribers_03221,34,female
subscribers_03222,51,female
subscribers_03223,37,male
subscribers_03224,65,male
subscribers_03225,26,male
subscribers_03226,78,male
subscribers_03227,41,male
subscribers_03228,16,female
subscribers_03229,36,female
subscribers_03230,21,female
subscribers_03231,35,male
subscribers_03232,53,female
subscribers_03233,18,male
subscribers_03234,58,female
subscribers_03235,16,female
subscribers_03236,23,female
subscribers_03237,34,female
subscribers_03238,18,female
subscribers_03239,23,male
subscribers_03240,60,male
subscribers_03241,54,female
subscribers_03242,69,male
subscribers_03243,51,male
subscribers_03244,42,male
subscribers_03245,65,male
subscribers_03246,29,male
subscribers_03247,50,female
subscribers_03248,62,male
subscribers_03249,53,female
subscribers_03250,66,female
subscribers_03251,39,male
subscribers_03252,39,female
subscribers_03253,38,male
subscribers_03254,37,male
subscribers_03255,36,female
subscribers_03256,44,female
subscribers_03257,48,female
subscribers_03258,53,female
subscribers_03259,38,female
subscribers_03260,53,male
subscribers_03261,44,male
subscribers_03262,73,male
subscribers_03263,57,female
subscribers_03264,45,female
subscribers_03265,21,male
subscribers_03266,20,female
subscribers_03267,53,male
subscribers_03268,15,female
subscribers_03269,62,male
subscribers_03270,54,male
subscribers_03271,74,female
subscribers_03272,57,female
subscribers_03273,30,male
subscribers_03274,31,female
subscribers_03275,51,male
subscribers_03276,59,female
subscribers_03277,38,female
subscribers_03278,23,female
subscribers_03279,43,female
subscribers_03280,18,male
subscribers_03281,58,male
subscribers_03282,62,male
subscribers_03283,31,male
subscribers_03284,64,male
subscribers_03285,30,male
subscribers_03286,29,male
subscribers_03287,31,male
subscribers_03288,49,male
subscribers_03289,18,male
subscribers_03290,30,female
subscribers_03291,20,male
subscribers_03292,67,female
subscribers_03293,77,male
subscribers_03294,59,male
subscribers_03295,15,male
subscribers_03296,19,male
subscribers_03297,55,male
subscribers_03298,63,male
subscribers_03299,73,male
subscribers_03300,27,male
subscribers_03301,62,female
subscribers_03302,65,male
subscribers_03303,35,female
subscribers_03304,42,female
subscribers_03305,31,male
subscribers_03306,66,female
subscribers_03307,54,male
subscribers_03308,53,male
subscribers_03309,34,male
subscribers_03310,46,female
subscribers_03311,26,male
subscribers_03312,19,male
subscribers_03313,90,male
subscribers_03314,60,female
subscribers_03315,23,male
subscribers_03316,18,male
subscribers_03317,25,male
subscribers_03318,16,male
subscribers_03319,59,male
subscribers_03320,16,female
subscribers_03321,20,male
subscribers_03322,23,male
subscribers_03323,39,female
subscribers_03324,26,female
subscribers_03325,77,male
subscribers_03326,44,male
subscribers_03327,39,male
subscribers_03328,54,female
subscribers_03329,20,male
subscribers_03330,18,male
subscribers_03331,69,male
subscribers_03332,26,male
subscribers_03333,18,male
subscribers_03334,62,male
subscribers_03335,61,female
subscribers_03336,26,female
subscribers_03337,71,female
subscribers_03338,42,male
subscribers_03339,53,male
subscribers_03340,80,male
subscribers_03341,34,female
subscribers_03342,43,male
subscribers_03343,55,female
subscribers_03344,67,male
subscribers_03345,65,male
subscribers_03346,40,male
subscribers_03347,39,male
subscribers_03348,84,male
subscribers_03349,59,female
subscribers_03350,46,female
subscribers_03351,33,female
subscribers_03352,40,female
subscribers_03353,61,male
subscribers_03354,23,male
subscribers_03355,22,female
subscribers_03356,37,male
subscribers_03357,40,female
subscribers_03358,34,male
subscribers_03359,61,female
subscribers_03360,50,male
subscribers_03361,40,male
subscribers_03362,48,male
subscribers_03363,48,male
subscribers_03364,22,male
subscribers_03365,75,male
subscribers_03366,28,male
subscribers_03367,29,female
subscribers_03368,25,female
subscribers_03369,17,male
subscribers_03370,37,male
subscribers_03371,22,male
subscribers_03372,30,female
subscribers_03373,17,female
subscribers_03374,43,male
subscribers_03375,34,male
subscribers_03376,17,female
subscribers_03377,65,male
subscribers_03378,39,female
subscribers_03379,37,female
subscribers_03380,22,female
subscribers_03381,29,female
subscribers_03382,69,male
subscribers_03383,22,male
subscribers_03384,63,female
subscribers_03385,59,male
subscribers_03386,25,female
subscribers_03387,60,male
subscribers_03388,40,female
subscribers_03389,57,female
